,s
3063,ub1bL12553C1
3064,ub1bL24690C1
3065,ub1bL33050C1
3066,ub1bL45964C1
3067,ub1bL54693C1
3068,obo:VT_0010193
3069,ub1bL11991C1
3070,obo:VT_0008701
3071,ub1bL35816C1
3072,f48546849c0734cc2bfcb392b68f347bdb362
3073,http://www.ebi.ac.uk/swo/SWO_0004000
3074,obo:MIAPA_0000008
3075,ub1bL40404C1
3076,obo:VT_0005089
3077,obo:VT_0000362
3078,obo:VT_0000558
3079,ub1bL73986C227
3080,obo:VT_0004321
3081,https://www.auto.tuwien.ac.at/downloads/thinkhome/ontology/WeatherOntology.owl#Precipitation
3082,obo:VT_0010002
3083,ub1bL60152C1
3084,ub1bL54842C1
3085,obo:VT_0010452
3086,obo:VT_0002152
3087,f48546849c0734cc2bfcb392b68f347bdb165
3088,ub1bL40230C1
3089,obo:VT_0001649
3090,ub1bL11812C1
3091,ub1bL63921C1
3092,ub1bL28136C1
3093,obo:VT_0010038
3094,untitled-ontology-65:OWLClass_c7618a45_5bce_4e00_a1d3_b08bbb30501c
3095,obo:VT_0000588
3096,obo:VT_0003420
3097,ub1bL34033C1
3098,ub1bL41930C1
3099,obo:VT_0001726
3100,ub1bL28155C1
3101,obo:VT_1000784
3102,obo:VT_0000767
3103,ub1bL9290C1
3104,ub1bL8926C1
3105,ub1bL32874C1
3106,obo:VT_0010362
3107,obo:VT_0004944
3108,obo:VT_0006276
3109,obo:VT_0010136
3110,ub1bL40775C1
3111,ub1bL62218C1
3112,obo:VT_0003135
3113,ub1bL26254C1
3114,obo:VT_0005623
3115,obo:VT_0004374
3116,obo:VT_0010444
3117,obo:VT_0003685
3118,obo:VT_0009923
3119,ub1bL13743C1
3120,ub1bL74595C207
3121,obo:VT_0001440
3122,obo:CDAO_0000020
3123,ub1bL65798C1
3124,http://www.opengis.net/ont/gml#Surface
3125,obo:VT_0010502
3126,ub1bL47872C1
3127,obo:VT_0010134
3128,ub1bL56143C1
3129,ub1bL8219C1
3130,obo:VT_0001676
3131,obo:VT_0003074
3132,obo:VT_0003885
3133,dc:rights
3134,ub1bL58884C1
3135,obo:VT_0003599
3136,obo:VT_0005475
3137,ub1bL21163C1
3138,obo:VT_0002473
3139,obo:VT_0010234
3140,ub1bL13497C1
3141,Countries:AmericanSamoa
3142,Countries:Bahrain
3143,obo:VT_0003384
3144,ub1bL49341C1
3145,obo:VT_0010013
3146,untitled-ontology-65:OWLObjectProperty_df2789b9_3367_4146_a013_34b9cb0be9b4
3147,ub1bL59387C1
3148,ub1bL47153C1
3149,obo:VT_0001007
3150,skos:Concept
3151,ub1bL13408C1
3152,ub1bL42904C1
3153,obo:VT_0008601
3154,obo:VT_0004313
3155,obo:VT_0002379
3156,ub1bL21868C1
3157,ub1bL23949C1
3158,obo:VT_0010287
3159,obo:VT_0003134
3160,obo:VT_0002685
3161,obo:VT_0000804
3162,obo:VT_0001031
3163,ub1bL6564C34
3164,obo:VT_0005022
3165,ub1bL73607C124
3166,obo:VT_0002443
3167,obo:VT_0009635
3168,prov:qualifiedInfluence
3169,https://www.auto.tuwien.ac.at/downloads/thinkhome/ontology/WeatherOntology.owl#LowAirPollution
3170,obo:VT_0008628
3171,obo:VT_0010053
3172,ub1bL54787C1
3173,ub1bL49669C1
3174,obo:VT_0004169
3175,ub1bL9308C1
3176,obo:VT_0009623
3177,ub1bL69291C1
3178,skos:note
3179,f48546849c0734cc2bfcb392b68f347bdb456
3180,ub1bL69507C1
3181,ub1bL40932C1
3182,ub1bL26407C1
3183,ub1bL7672C1
3184,obo:VT_0015045
3185,ub1bL16820C1
3186,obo:VT_0015103
3187,Countries:SaintKittsAndNevis
3188,ub1bL73589C174
3189,obo:VT_0002347
3190,ub1bL46693C1
3191,obo:IAO_0000603
3192,obo:VT_0000631
3193,untitled-ontology-65:OWLObjectProperty_7a707426_42a4_4c6b_996e_11a49898c9bf
3194,prov:hadMember
3195,obo:VT_0002359
3196,obo:VT_0001970
3197,obo:VT_0001345
3198,obo:VT_0004063
3199,obo:SIBO_0000249
3200,ub1bL40967C1
3201,obo:SIBO_0000399
3202,untitled-ontology-65:OWLClass_692b049d_5965_4050_ba0b_9225d39ad11b
3203,obo:VT_0001062
3204,obo:VT_0003099
3205,obo:VT_0005647
3206,obo:VT_0015085
3207,ub1bL20290C1
3208,obo:VT_0002876
3209,ub1bL47418C1
3210,obo:VT_0010220
3211,obo:SIBO_0000519
3212,ub1bL20594C1
3213,ub1bL66154C1
3214,obo:VT_0008496
3215,ub1bL69507C1
3216,obo:IAO_0000114
3217,obo:VT_0005432
3218,ub1bL14501C1
3219,obo:VT_0004101
3220,ub1bL24302C1
3221,ub1bL69178C1
3222,obo:VT_0008482
3223,obo:VT_0010019
3224,obo:VT_0003984
3225,obo:VT_0003838
3226,obo:VT_0010513
3227,prov:hadPrimarySource
3228,obo:VT_0005354
3229,ub1bL64682C1
3230,obo:VT_0008759
3231,ub1bL48196C1
3232,skos:changeNote
3233,ub1bL73297C196
3234,obo:VT_0004274
3235,http://www.opengis.net/ont/geosparql#Geometry
3236,obo:VT_0004433
3237,ub1bL20561C1
3238,ub1bL56898C1
3239,ub1bL44516C1
3240,obo:VT_0001819
3241,ub1bL29377C1
3242,ub1bL23002C1
3243,obo:VT_0002314
3244,obo:VT_0002915
3245,ub1bL22273C1
3246,ub1bL55482C1
3247,obo:MIAPA_0000006
3248,obo:VT_0000863
3249,ub1bL74923C138
3250,obo:VT_0001231
3251,obo:VT_0005107
3252,obo:VT_0001929
3253,obo:VT_0015054
3254,obo:VT_0004296
3255,obo:VT_0010180
3256,ub1bL46107C1
3257,obo:VT_0000383
3258,obo:IAO_0100001
3259,obo:VT_0010278
3260,ub1bL22827C1
3261,obo:VT_0010041
3262,obo:VT_0002656
3263,obo:VT_0000000
3264,po:German
3265,obo:VT_0010528
3266,ub1bL74198C138
3267,obo:VT_0001459
3268,ub1bL39104C1
3269,prov:wasInformedBy
3270,obo:VT_0008351
3271,obo:VT_0009539
3272,obo:VT_0002360
3273,ub1bL43559C1
3274,obo:VT_0001986
3275,obo:VT_0010510
3276,ub1bL28908C1
3277,obo:VT_0010325
3278,ub1bL37915C1
3279,ub1bL39192C1
3280,https://www.auto.tuwien.ac.at/downloads/thinkhome/ontology/WeatherOntology.owl#Overcast
3281,ub1bL7616C1
3282,obo:VT_0005235
3283,obo:VT_0004265
3284,dc:publisher
3285,obo:VT_0000995
3286,obo:VT_0002233
3287,obo:CDAO_0000187
3288,ub1bL72986C157
3289,Countries:India
3290,obo:CDAO_0000150
3291,ub1bL31010C1
3292,ub1bL33794C1
3293,ub1bL27447C1
3294,obo:VT_0010525
3295,ub1bL27813C1
3296,obo:VT_0001048
3297,obo:VT_0005221
3298,obo:VT_0008054
3299,ub1bL14955C1
3300,ub1bL48344C1
3301,obo:VT_0000430
3302,ub1bL31739C1
3303,obo:IAO_0000412
3304,ub1bL17779C1
3305,obo:VT_0008192
3306,obo:VT_0004333
3307,Countries:Congo
3308,ub1bL10597C1
3309,ub1bL26703C1
3310,obo:VT_0010095
3311,ub1bL58436C1
3312,ub1bL45825C1
3313,ub1bL18289C1
3314,ub1bL23998C1
3315,obo:VT_0008598
3316,untitled-ontology-65:OWLClass_4af2f8e4_bfa6_4c6b_8e43_e4de06ce2be9
3317,obo:VT_0002336
3318,ub1bL14559C1
3319,ub1bL73591C195
3320,ub1bL67438C1
3321,time:TemporalUnit
3322,ub1bL73549C195
3323,ub1bL43077C1
3324,ub1bL62200C1
3325,obo:VT_0002369
3326,https://www.auto.tuwien.ac.at/downloads/thinkhome/ontology/WeatherOntology.owl#CurrentWeatherReport
3327,prov:Start
3328,Countries:TrinidadAndTobago
3329,http://www.georss.org/georss/point
3330,prov:End
3331,obo:VT_0010259
3332,ub1bL72903C132
3333,obo:VT_0010272
3334,ub1bL46200C1
3335,obo:VT_0004236
3336,ub1bL18613C1
3337,obo:VT_0003210
3338,obo:CDAO_0000197
3339,ub1bL15967C1
3340,obo:VT_0010444
3341,ub1bL21931C1
3342,obo:VT_0003666
3343,obo:VT_0000228
3344,obo:VT_0005082
3345,obo:VT_0010252
3346,ub1bL73988C252
3347,Countries:Liechtenstein
3348,obo:VT_1000747
3349,ub1bL16577C1
3350,obo:VT_0015056
3351,obo:VT_0002729
3352,ub1bL35459C1
3353,obo:VT_0000941
3354,untitled-ontology-65:OWLClass_7c7c0461_71ae_42af_be13_12609ddf7339
3355,obo:VT_0003987
3356,obo:VT_0010122
3357,ub1bL72072C49
3358,obo:VT_0010281
3359,ub1bL10615C1
3360,ub1bL34921C1
3361,ub1bL41948C1
3362,obo:VT_0008115
3363,ub1bL16917C1
3364,obo:VT_0000384
3365,obo:VT_0000701
3366,obo:NCBITaxon_2759
3367,obo:VT_0015008
3368,ub1bL49694C1
3369,prov:Agent
3370,ub1bL23371C1
3371,obo:VT_0006210
3372,ub1bL54088C1
3373,ub1bL74966C112
3374,obo:VT_0000875
3375,skos:topConceptOf
3376,obo:VT_0005079
3377,ub1bL42956C1
3378,ub1bL46657C1
3379,obo:VT_0000192
3380,obo:VT_0000134
3381,ub1bL36071C1
3382,ub1bL61672C1
3383,obo:VT_0010386
3384,obo:VT_0005265
3385,obo:VT_0000767
3386,Countries:FalklandIslands
3387,ub1bL27052C1
3388,ub1bL69426C1
3389,ub1bL47342C1
3390,ub1bL18923C1
3391,obo:VT_0008245
3392,ub1bL46183C1
3393,ub1bL11566C1
3394,obo:VT_0001067
3395,http://www.opengis.net/ont/gml#GeometricComplex
3396,ub1bL17391C1
3397,http://www.opengis.net/ont/geosparql#ehCoveredBy
3398,obo:VT_0000736
3399,ub1bL50900C1
3400,obo:VT_0010512
3401,ub1bL7978C1
3402,obo:VT_0000098
3403,obo:VT_0004951
3404,ub1bL65246C1
3405,f48546849c0734cc2bfcb392b68f347bdb274
3406,ub1bL31551C1
3407,obo:VT_0008345
3408,ub1bL23686C1
3409,obo:VT_0015110
3410,ub1bL73419C154
3411,obo:VT_0010088
3412,ub1bL18671C1
3413,obo:VT_0008686
3414,obo:VT_0003166
3415,obo:VT_0010405
3416,obo:VT_0003257
3417,ub1bL38464C1
3418,ub1bL10615C1
3419,ub1bL13298C1
3420,obo:VT_0001671
3421,obo:VT_0003949
3422,ub1bL55464C1
3423,ub1bL58190C1
3424,ub1bL72967C177
3425,obo:VT_0003673
3426,ub1bL47957C1
3427,obo:VT_0004366
3428,obo:VT_0010273
3429,ub1bL69442C1
3430,obo:VT_0008096
3431,ub1bL13243C1
3432,ub1bL68990C1
3433,ub1bL59887C1
3434,obo:VT_0000910
3435,ub1bL33846C1
3436,obo:VT_0005229
3437,obo:VT_0010070
3438,prov:Association
3439,obo:VT_0002579
3440,ub1bL35903C1
3441,ub1bL48453C1
3442,ub1bL66079C1
3443,obo:VT_0010511
3444,obo:SIBO_0000349
3445,ub1bL53040C1
3446,obo:VT_0005020
3447,http://www.opengis.net/ont/geosparql#asWKT
3448,ub1bL59861C1
3449,obo:VT_0000007
3450,obo:VT_0002971
3451,obo:VT_0004152
3452,obo:VT_0000379
3453,obo:VT_0004434
3454,obo:VT_0001770
3455,obo:VT_0003345
3456,ub1bL48519C1
3457,https://www.auto.tuwien.ac.at/downloads/thinkhome/ontology/WeatherOntology.owl#hasAirPollution
3458,ub1bL74887C122
3459,obo:SIBO_0000245
3460,obo:VT_0010100
3461,untitled-ontology-65:OWLClass_47726128_f4dc_40bf_8edd_37bbaee9e004
3462,obo:VT_0008625
3463,obo:VT_0010396
3464,obo:SIBO_0000442
3465,obo:VT_0010366
3466,ub1bL69592C1
3467,ub1bL34157C1
3468,obo:VT_0015050
3469,ub1bL19224C1
3470,obo:VT_0003744
3471,https://www.auto.tuwien.ac.at/downloads/thinkhome/ontology/WeatherOntology.owl#hasCloudCoverValue
3472,ub1bL27539C1
3473,ub1bL63766C1
3474,obo:VT_0004333
3475,obo:VT_0015103
3476,https://www.auto.tuwien.ac.at/downloads/thinkhome/ontology/WeatherOntology.owl#ModeratePrecipitation
3477,ub1bL8423C1
3478,ub1bL70620C88
3479,untitled-ontology-65:OWLObjectProperty_ac604810_81fc_4f35_b347_cd20e1aa992f
3480,f48546849c0734cc2bfcb392b68f347bdb73
3481,obo:VT_0000361
3482,obo:VT_0001724
3483,ub1bL34368C1
3484,ub1bL49025C1
3485,ub1bL9810C1
3486,ub1bL58986C1
3487,obo:VT_0015059
3488,obo:VT_0100027
3489,ub1bL67656C1
3490,ub1bL69031C1
3491,f48546849c0734cc2bfcb392b68f347bdb346
3492,ub1bL7570C1
3493,ub1bL33413C1
3494,obo:VT_0004797
3495,obo:VT_0002582
3496,obo:VT_1000206
3497,prov:qualifiedRevision
3498,ub1bL67558C1
3499,ub1bL9767C1
3500,ub1bL16003C1
3501,ub1bL65611C1
3502,ub1bL8661C1
3503,obo:VT_0000854
3504,ub1bL29040C1
3505,ub1bL33534C1
3506,obo:VT_0003606
3507,obo:VT_0000828
3508,ub1bL17177C1
3509,obo:VT_0010323
3510,http://www.opengis.net/ont/geosparql#isSimple
3511,obo:VT_0002751
3512,obo:VT_0003679
3513,http://www.opengis.net/ont/geosparql#rcc8tpp
3514,https://www.auto.tuwien.ac.at/downloads/thinkhome/ontology/WeatherOntology.owl#WholeGale
3515,ub1bL36213C1
3516,ub1bL18889C1
3517,prov:n
3518,obo:VT_1000527
3519,obo:VT_0000847
3520,ub1bL29777C1
3521,obo:VT_0010382
3522,ub1bL40925C1
3523,ub1bL43318C1
3524,obo:VT_0010453
3525,obo:VT_0001256
3526,obo:VT_0002161
3527,ub1bL11724C1
3528,obo:VT_0005406
3529,:OWLClass_050313b6_670e_4d9a_837b_21c872380825
3530,obo:VT_0006065
3531,obo:SIBO_0000528
3532,ub1bL42092C1
3533,obo:VT_0002441
3534,obo:VT_0008357
3535,obo:VT_0002108
3536,ub1bL53555C1
3537,obo:VT_0001459
3538,ub1bL30525C1
3539,obo:VT_0003696
3540,ub1bL21442C1
3541,obo:VT_0003974
3542,https://www.auto.tuwien.ac.at/downloads/thinkhome/ontology/WeatherOntology.owl#ModerateBreeze
3543,obo:VT_0000801
3544,obo:VT_0001684
3545,obo:VT_0010521
3546,prov:invalidatedAtTime
3547,ub1bL22966C1
3548,ub1bL39173C1
3549,ub1bL46143C1
3550,ub1bL44995C1
3551,obo:VT_0008558
3552,untitled-ontology-65:OWLObjectProperty_42f8e731_05bd_4290_b73a_8ab400c01568
3553,ub1bL52729C1
3554,obo:VT_0000229
3555,ub1bL43949C1
3556,ub1bL32891C1
3557,obo:VT_0004275
3558,ub1bL61952C1
3559,obo:VT_1000522
3560,obo:VT_0003760
3561,obo:VT_0001081
3562,Countries:VaticanCityState
3563,http://www.georss.org/georss/elev
3564,obo:VT_0004281
3565,obo:VT_0008692
3566,ub1bL32769C1
3567,obo:VT_0004371
3568,ub1bL51032C1
3569,untitled-ontology-65:OWLClass_b6638a05_4540_4c21_93f4_ec61ba4cf803
3570,obo:VT_0010192
3571,obo:VT_0002739
3572,Countries:Kuwait
3573,obo:VT_0003572
3574,ub1bL17039C1
3575,ub1bL54899C1
3576,prov:PrimarySource
3577,ub1bL29427C1
3578,obo:VT_0000231
3579,obo:VT_0010362
3580,ub1bL46903C1
3581,ub1bL28436C1
3582,obo:VT_0002096
3583,obo:VT_0010142
3584,obo:VT_1000189
3585,obo:VT_0001456
3586,ub1bL48801C1
3587,ub1bL9787C1
3588,ub1bL13529C1
3589,ub1bL73360C196
3590,obo:VT_0010100
3591,obo:CDAO_0000213
3592,ub1bL33050C1
3593,ub1bL40734C1
3594,obo:VT_0010199
3595,ub1bL67479C1
3596,obo:VT_0004095
3597,obo:VT_0006078
3598,obo:VT_0003407
3599,ub1bL8423C1
3600,ub1bL9415C1
3601,ub1bL21669C1
3602,obo:VT_0001095
3603,ub1bL14520C1
3604,obo:VT_0010325
3605,ub1bL34015C1
3606,obo:VT_0000573
3607,ub1bL26495C1
3608,ub1bL60469C1
3609,obo:VT_0006103
3610,obo:VT_0003018
3611,obo:VT_0008038
3612,ub1bL23210C1
3613,obo:VT_0010480
3614,obo:VT_0010017
3615,obo:SIBO_0000351
3616,:OWLClass_050313b6_670e_4d9a_837b_21c872380825
3617,obo:VT_0002245
3618,obo:VT_0010044
3619,ub1bL46309C1
3620,obo:VT_0010083
3621,obo:VT_0010487
3622,obo:VT_0002945
3623,obo:VT_0000070
3624,ub1bL65052C1
3625,obo:VT_0010011
3626,obo:VT_0003843
3627,ub1bL74745C157
3628,obo:VT_0010218
3629,obo:VT_0002694
3630,untitled-ontology-65:OWLClass_e1c45aac_e71d_4092_a304_ddb011d84c92
3631,obo:VT_0000137
3632,obo:VT_0005361
3633,ub1bL60100C1
3634,obo:VT_0010503
3635,ub1bL68381C1
3636,obo:VT_0002557
3637,ub1bL65287C1
3638,obo:VT_0005223
3639,obo:VT_0006075
3640,obo:VT_0000844
3641,http://www.opengis.net/ont/gml#Clothoid
3642,obo:VT_0004153
3643,obo:VT_0015006
3644,f48546849c0734cc2bfcb392b68f347bdb511
3645,obo:VT_0010227
3646,obo:VT_0010255
3647,ub1bL42338C1
3648,Countries:Senegal
3649,ub1bL16456C1
3650,ub1bL57323C1
3651,ub1bL68205C1
3652,ub1bL63058C1
3653,https://www.auto.tuwien.ac.at/downloads/thinkhome/ontology/WeatherOntology.owl#Forecast14HoursWeatherReport
3654,obo:VT_0003095
3655,obo:VT_0001562
3656,obo:VT_0010098
3657,obo:VT_0008551
3658,obo:VT_0004167
3659,ub1bL27974C1
3660,time:seconds
3661,ub1bL74451C138
3662,ub1bL20417C1
3663,ub1bL23469C1
3664,ub1bL36161C1
3665,obo:VT_0002446
3666,obo:VT_0001900
3667,f48546849c0734cc2bfcb392b68f347bdb409
3668,dc:source
3669,obo:CDAO_0000002
3670,obo:VT_0004412
3671,f48546849c0734cc2bfcb392b68f347bdb96
3672,prov:hadMember
3673,ub1bL72122C30
3674,obo:VT_0015057
3675,ub1bL23002C1
3676,ub1bL46584C1
3677,ub1bL31161C1
3678,ub1bL40000C1
3679,ub1bL24785C1
3680,obo:VT_4000009
3681,obo:VT_0008778
3682,obo:SIBO_0000527
3683,ub1bL45152C1
3684,http://www.w3.org/2003/01/geo/wgs84_pos#location
3685,ub1bL64532C1
3686,ub1bL55725C1
3687,ub1bL47726C1
3688,time:generalMonth
3689,obo:VT_0005447
3690,obo:VT_0006078
3691,obo:VT_0010090
3692,ub1bL22023C1
3693,ub1bL17604C1
3694,obo:VT_0015090
3695,obo:VT_0010102
3696,obo:VT_0003241
3697,ub1bL31663C1
3698,ub1bL45404C1
3699,ub1bL39305C1
3700,obo:VT_0000492
3701,obo:VT_0007075
3702,ub1bL6536C34
3703,obo:VT_0010040
3704,obo:VT_0010339
3705,obo:VT_0000873
3706,ub1bL15302C1
3707,obo:VT_0005521
3708,ub1bL59063C1
3709,obo:VT_0001560
3710,ub1bL40128C1
3711,obo:VT_0003815
3712,ub1bL42886C1
3713,obo:CDAO_0000171
3714,obo:SIBO_0000324
3715,ub1bL68228C1
3716,obo:VT_0000583
3717,obo:VT_0010057
3718,ub1bL73716C184
3719,ub1bL43988C1
3720,ub1bL26154C1
3721,obo:VT_0003737
3722,ub1bL57503C1
3723,obo:NCBITaxon_1
3724,obo:VT_0002685
3725,obo:VT_0010277
3726,ub1bL20825C1
3727,ub1bL25158C1
3728,ub1bL73963C156
3729,ub1bL33584C1
3730,obo:VT_0004264
3731,obo:VT_0005232
3732,obo:VT_0002433
3733,obo:VT_0002579
3734,obo:VT_0010009
3735,ub1bL17925C1
3736,obo:VT_0008043
3737,ub1bL39466C1
3738,obo:VT_0000526
3739,f48546849c0734cc2bfcb392b68f347bdb16
3740,ub1bL20719C1
3741,obo:VT_0010096
3742,ub1bL45997C1
3743,obo:VT_0002274
3744,ub1bL28218C1
3745,ub1bL27924C1
3746,ub1bL20417C1
3747,ub1bL73337C175
3748,http://www.opengis.net/ont/geosparql#ehCoveredBy
3749,obo:VT_0010421
3750,obo:VT_0004123
3751,obo:VT_0001061
3752,ub1bL74442C138
3753,obo:VT_0008182
3754,ub1bL74870C123
3755,ub1bL41965C1
3756,obo:VT_0004006
3757,obo:VT_0003359
3758,obo:VT_0005029
3759,ub1bL72878C146
3760,ub1bL74622C207
3761,obo:CDAO_0000051
3762,ub1bL13261C1
3763,obo:VT_0004291
3764,obo:VT_0000742
3765,ub1bL65982C1
3766,obo:VT_0008240
3767,ub1bL23098C1
3768,obo:VT_0002463
3769,obo:VT_0008361
3770,ub1bL72039C49
3771,ub1bL39927C1
3772,ub1bL19185C1
3773,obo:VT_0004256
3774,obo:NCBITaxon_58023
3775,ub1bL30165C1
3776,ub1bL8006C1
3777,obo:VT_1000694
3778,ub1bL37896C1
3779,ub1bL74517C141
3780,obo:VT_0010462
3781,obo:VT_0000330
3782,ub1bL19525C1
3783,obo:VT_0004372
3784,obo:VT_0001984
3785,obo:VT_0006021
3786,obo:VT_0008552
3787,prov:order
3788,obo:VT_0002864
3789,ub1bL46987C1
3790,ub1bL74892C191
3791,obo:VT_0009333
3792,dc:format
3793,Countries:Angola
3794,ub1bL40710C1
3795,obo:VT_0005231
3796,ub1bL68859C1
3797,ub1bL20382C1
3798,obo:VT_0006280
3799,ub1bL53481C1
3800,ub1bL47904C1
3801,ub1bL38464C1
3802,ub1bL37915C1
3803,obo:VT_0001547
3804,f48546849c0734cc2bfcb392b68f347bdb64
3805,ub1bL13052C1
3806,obo:VT_0002252
3807,obo:VT_0005463
3808,obo:VT_0008089
3809,obo:VT_0000807
3810,obo:VT_0000842
3811,ub1bL54998C1
3812,ub1bL56526C1
3813,Countries:Spain
3814,obo:CDAO_0000085
3815,obo:VT_0002363
3816,ub1bL18959C1
3817,obo:VT_0010210
3818,ub1bL20054C1
3819,ub1bL35761C1
3820,obo:VT_0002357
3821,ub1bL68461C1
3822,obo:VT_0005657
3823,obo:VT_0003308
3824,ub1bL40524C1
3825,obo:VT_0010364
3826,obo:VT_0001009
3827,ub1bL17925C1
3828,prov:Role
3829,ub1bL58693C1
3830,ub1bL51795C1
3831,ub1bL74752C136
3832,ub1bL22593C1
3833,ub1bL38094C1
3834,ub1bL46126C1
3835,ub1bL23650C1
3836,Countries:Congo
3837,https://www.auto.tuwien.ac.at/downloads/thinkhome/ontology/WeatherOntology.owl#Forecast13HoursWeatherReport
3838,Countries:Lithuania
3839,obo:VT_0002363
3840,obo:VT_0003756
3841,untitled-ontology-65:OWLObjectProperty_0e6c8f66_8d95_4e25_abcd_c7734fe64c79
3842,obo:VT_0005285
3843,f48546849c0734cc2bfcb392b68f347bdb179
3844,obo:VT_0010337
3845,obo:VT_0004256
3846,ub1bL66548C1
3847,ub1bL42633C1
3848,http://www.opengis.net/ont/geosparql#asWKT
3849,ub1bL25464C1
3850,obo:VT_0000473
3851,obo:VT_0000540
3852,obo:VT_0005221
3853,obo:VT_1000640
3854,prov:Entity
3855,ub1bL41209C1
3856,obo:VT_0002347
3857,obo:VT_0001667
3858,ub1bL6341C1
3859,ub1bL67636C1
3860,obo:VT_0004399
3861,obo:VT_0010144
3862,obo:VT_0004428
3863,obo:VT_0006061
3864,ub1bL48073C1
3865,ub1bL41653C1
3866,f48546849c0734cc2bfcb392b68f347bdb228
3867,prov:Generation
3868,obo:VT_0005205
3869,ub1bL24016C1
3870,untitled-ontology-65:OWLClass_fc1d0446_9b86_4554_887f_7dc1b4c9d783
3871,obo:VT_0002998
3872,untitled-ontology-65:OWLClass_ad4283d7_4b95_48c6_994a_2bf7880a5463
3873,obo:VT_0001145
3874,obo:VT_0003498
3875,obo:VT_1000278
3876,obo:VT_0000887
3877,obo:VT_0008653
3878,ub1bL24355C1
3879,ub1bL14581C1
3880,obo:VT_0000163
3881,obo:VT_0000188
3882,obo:VT_0010327
3883,obo:VT_0010477
3884,obo:VT_0010114
3885,obo:VT_0006226
3886,http://www.opengis.net/ont/geosparql#sfTouches
3887,obo:VT_0007031
3888,obo:VT_0003096
3889,ub1bL12764C1
3890,obo:CDAO_0000098
3891,obo:VT_0001345
3892,ub1bL73278C217
3893,obo:MIAPA_0000002
3894,obo:VT_0002253
3895,obo:VT_0002915
3896,obo:VT_1000238
3897,ub1bL27482C1
3898,obo:VT_0004192
3899,ub1bL15458C1
3900,time:DurationDescription
3901,ub1bL31496C1
3902,ub1bL52830C1
3903,obo:SIBO_0000524
3904,obo:VT_0002773
3905,Countries:Norway
3906,obo:VT_0007022
3907,ub1bL51768C1
3908,ub1bL19354C1
3909,obo:VT_0005169
3910,obo:CDAO_0000084
3911,obo:VT_0002111
3912,ub1bL49669C1
3913,obo:VT_0004406
3914,ub1bL4117C37
3915,ub1bL69362C1
3916,http://www.w3.org/2003/01/geo/wgs84_pos#alt
3917,obo:VT_0003864
3918,obo:VT_0001675
3919,obo:VT_0002349
3920,obo:VT_0006034
3921,obo:VT_0000836
3922,obo:VT_0000856
3923,obo:VT_1000731
3924,ub1bL36453C1
3925,obo:VT_0003729
3926,obo:IAO_0000603
3927,ub1bL41653C1
3928,untitled-ontology-65:OWLClass_9dd66745_291f_4bc1_a45a_5401edaadde9
3929,obo:VT_0004242
3930,ub1bL56360C1
3931,:OWLClass_647e7520_ecf0_4648_8fe1_e1373c4de871
3932,obo:VT_0003115
3933,time:before
3934,ub1bL49944C1
3935,obo:VT_0002885
3936,obo:VT_0001727
3937,obo:VT_0000471
3938,obo:VT_0001923
3939,obo:VT_0008077
3940,ub1bL73986C227
3941,ub1bL33251C1
3942,ub1bL29467C1
3943,obo:VT_0003470
3944,obo:VT_0008401
3945,obo:VT_0010302
3946,obo:VT_0003065
3947,ub1bL66135C1
3948,ub1bL47324C1
3949,ub1bL71986C42
3950,obo:SIBO_0000526
3951,ub1bL12171C1
3952,obo:VT_0000767
3953,obo:VT_0008589
3954,time:hasTRS
3955,ub1bL13760C1
3956,ub1bL25778C1
3957,obo:VT_0002439
3958,ub1bL27555C1
3959,obo:VT_0003720
3960,obo:VT_0002361
3961,ub1bL72941C167
3962,obo:VT_0000761
3963,obo:VT_0010239
3964,ub1bL18338C1
3965,ub1bL53271C1
3966,obo:VT_0010533
3967,ub1bL45667C1
3968,obo:VT_0002602
3969,https://www.auto.tuwien.ac.at/downloads/thinkhome/ontology/WeatherOntology.owl#FreshBreeze
3970,obo:VT_1000574
3971,obo:VT_0000259
3972,obo:VT_0008649
3973,ub1bL22343C1
3974,obo:VT_0010052
3975,obo:VT_0010316
3976,obo:VT_0010264
3977,ub1bL25377C1
3978,ub1bL55176C1
3979,obo:VT_0001242
3980,obo:VT_0010320
3981,ub1bL74404C141
3982,obo:VT_0008590
3983,obo:CDAO_0000197
3984,obo:VT_0006259
3985,obo:VT_1000181
3986,obo:VT_0006026
3987,ub1bL73952C135
3988,obo:VT_0008643
3989,ub1bL25057C1
3990,ub1bL40877C1
3991,obo:VT_3000004
3992,obo:VT_0010466
3993,ub1bL67852C1
3994,http://www.opengis.net/ont/geosparql#asGML
3995,ub1bL8839C1
3996,ub1bL55558C1
3997,obo:VT_0005092
3998,http://www.opengis.net/ont/gml#AbstractCurveSegment
3999,ub1bL42923C1
4000,obo:VT_0010050
4001,obo:VT_1000711
4002,obo:VT_0015058
4003,obo:VT_0001704
4004,obo:VT_0010288
4005,obo:VT_0003620
4006,ub1bL63210C1
4007,dc:date
4008,terms:rights
4009,obo:VT_0000812
4010,obo:VT_0001416
4011,obo:VT_0003955
4012,ub1bL38773C1
4013,ub1bL10377C1
4014,ub1bL60365C1
4015,ub1bL24251C1
4016,obo:VT_0002260
4017,ub1bL36562C1
4018,obo:VT_0008760
4019,obo:VT_0002121
4020,po:Japanese
4021,obo:VT_0005551
4022,ub1bL41114C1
4023,ub1bL42615C1
4024,obo:VT_0010522
